epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
0,50,0.6810387969017029,0.678621232509613,0.6834995150566101,0.6750028729438782,0.6795841097831726,0.6010099649429321,0.6272726655006409,0.5380709767341614,0.6324325203895569,0.6000000000000001,0.6685254549980162,0.2526022493839264,0.25106534361839294,0.24787092208862305,0.24831238389015198,198.0,220.0,197.0,185.0,800
0,100,0.6222005486488342,0.6428526639938354,0.6148508191108704,0.6227425932884216,0.6260112965106961,0.7029700875282288,0.683962345123291,0.6871795058250427,0.6649214625358582,0.6849999999999998,0.6246295076608657,0.25758981704711914,0.2522035837173462,0.24337410926818848,0.24646084010601044,202.0,212.0,195.0,191.0,800
0,150,0.49852290749549866,0.6345736980438232,0.5244706869125366,0.5816482305526733,0.5588926601409915,0.7772021889686584,0.643216073513031,0.7747750282287598,0.7258063554763794,0.7312500000000003,0.5593834662437441,0.26356518268585205,0.25586163997650146,0.23846767842769623,0.24187640845775604,193.0,199.0,222.0,186.0,800
0,200,0.48063454031944275,0.5879626870155334,0.5113657712936401,0.6210612058639526,0.54908400952816,0.7294684648513794,0.6718748807907104,0.787128746509552,0.6884422302246094,0.72,0.5292701262235641,0.25774601101875305,0.25224006175994873,0.24225400388240814,0.2480044662952423,207.0,192.0,202.0,199.0,800
0,250,0.4289494752883911,0.5540697574615479,0.46553274989128113,0.5049800872802734,0.48687122881412487,0.793814480304718,0.7179487943649292,0.7838983535766602,0.7542855739593506,0.7637500000000002,0.5023586112260815,0.2559926509857178,0.2500219941139221,0.24085482954978943,0.25268781185150146,194.0,195.0,236.0,175.0,800
0,300,0.43230730295181274,0.5793651938438416,0.4708186984062195,0.5015050768852234,0.49691248118877396,0.7846155166625977,0.7014923095703125,0.821052610874176,0.7616821527481079,0.7662500000000001,0.4934640896320345,0.2544020712375641,0.25085678696632385,0.24293673038482666,0.25230973958969116,195.0,201.0,190.0,214.0,800
0,350,0.4228523373603821,0.5756143927574158,0.4587050974369049,0.5912818908691406,0.5150738346576689,0.7968751192092896,0.6777251958847046,0.8062827587127686,0.7087380290031433,0.745,0.5113545978069304,0.2558232843875885,0.24874702095985413,0.24495001137256622,0.2501603960990906,192.0,211.0,191.0,206.0,800
0,400,0.3786008954048157,0.6157549619674683,0.4553461968898773,0.48842230439186096,0.487494405508041,0.8557215332984924,0.6772729754447937,0.8415842652320862,0.7966101765632629,0.79,0.48701881915330864,0.2540937662124634,0.24901655316352844,0.24639081954956055,0.2514842450618744,201.0,220.0,202.0,177.0,800
0,450,0.37603867053985596,0.4722963571548462,0.42426466941833496,0.5220679640769958,0.44382600843906395,0.828451931476593,0.740540623664856,0.8042325377464294,0.7540108561515808,0.7849999999999996,0.4416609555482864,0.2500271797180176,0.24940428137779236,0.24671855568885803,0.25406956672668457,239.0,185.0,189.0,187.0,800
0,500,0.4637455940246582,0.49070215225219727,0.3834346532821655,0.4571748971939087,0.44763372123241424,0.8061221837997437,0.7525251507759094,0.8483412265777588,0.7846155166625977,0.79875,0.44919590651988983,0.2494964450597763,0.24991102516651154,0.24532781541347504,0.25519388914108276,196.0,198.0,211.0,195.0,800
0,550,0.4004042446613312,0.5067404508590698,0.39407992362976074,0.42151713371276855,0.42903386294841767,0.816216230392456,0.7608693838119507,0.8142857551574707,0.7828053832054138,0.7937499999999996,0.44530147165060036,0.25118303298950195,0.2484482377767563,0.24508003890514374,0.25451526045799255,185.0,184.0,210.0,221.0,800
0,600,0.4072609841823578,0.4914141297340393,0.38047850131988525,0.48518404364585876,0.43998153448104843,0.7819150686264038,0.7268040180206299,0.8571431040763855,0.7661692500114441,0.7849999999999999,0.44923448652029035,0.2481815218925476,0.2487621009349823,0.2513819634914398,0.2513688802719116,188.0,194.0,217.0,201.0,800
0,650,0.36292126774787903,0.5177480578422546,0.44412535429000854,0.4641658067703247,0.44855185508728024,0.8549222946166992,0.7550000548362732,0.8087432980537415,0.7946431040763855,0.8025000000000002,0.4482577589154243,0.24681369960308075,0.2500278353691101,0.25488656759262085,0.24843117594718933,193.0,200.0,183.0,224.0,800
0,700,0.37908878922462463,0.5346237421035767,0.4156768023967743,0.4437687397003174,0.4452222537994384,0.8181817531585693,0.736842155456543,0.8235295414924622,0.7749999165534973,0.7874999999999998,0.45197265118360513,0.24749231338500977,0.25067138671875,0.25568750500679016,0.24604623019695282,187.0,209.0,204.0,200.0,800
0,750,0.38872823119163513,0.47699886560440063,0.4210706353187561,0.5088173151016235,0.4481481856107712,0.8010205626487732,0.7711442112922668,0.8254717588424683,0.7853403687477112,0.7962499999999997,0.4356681862473489,0.2504856586456299,0.2505672574043274,0.25408706068992615,0.24487031996250153,196.0,201.0,212.0,191.0,800
0,800,0.37355831265449524,0.48192280530929565,0.3220270574092865,0.49240216612815857,0.4191518646478654,0.829896867275238,0.7513225674629211,0.8781725168228149,0.7681818008422852,0.8062499999999998,0.4303735226392743,0.25761911273002625,0.24691396951675415,0.2500230371952057,0.24580605328083038,194.0,189.0,197.0,220.0,800
0,850,0.33294984698295593,0.556477963924408,0.33388379216194153,0.41919463872909546,0.40937643826007836,0.846534788608551,0.7089947462081909,0.8749999403953552,0.8110597729682922,0.81125,0.40335202172398554,0.25806117057800293,0.2469898760318756,0.24914947152137756,0.24615374207496643,202.0,189.0,192.0,217.0,800
0,900,0.2884448766708374,0.4849291145801544,0.40365856885910034,0.5118339657783508,0.4218425223231314,0.8799998760223389,0.7379680275917053,0.8203884363174438,0.7584540843963623,0.7999999999999998,0.41181686937809,0.2571999132633209,0.24725529551506042,0.24980784952640533,0.24559050798416138,200.0,187.0,206.0,207.0,800
0,950,0.37842926383018494,0.5312017202377319,0.423818439245224,0.5228025317192078,0.4647330266237257,0.852631688117981,0.7777777314186096,0.8229663372039795,0.7389163374900818,0.7974999999999999,0.4649222210049629,0.2531379461288452,0.24486172199249268,0.2523234486579895,0.24933651089668274,190.0,198.0,209.0,203.0,800
0,1000,0.35236841440200806,0.5332357287406921,0.3537124693393707,0.4405744671821594,0.4159922879934309,0.8552035093307495,0.7444444894790649,0.8505154848098755,0.8048779964447021,0.8162499999999998,0.4071750700473786,0.2495618313550949,0.24674466252326965,0.2519521117210388,0.2515089213848114,221.0,180.0,194.0,205.0,800
